Keyword Stats 2026-05-12 at 15_55_49
"April 1, 2025 - March 31, 2026"
Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Apr 2025	Searches: May 2025	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026
update angular	RON	500	0%	0%	Low	0																			
update angular 12	RON	0	0%	-100%	Unknown																				
update angular 12 to 14	RON	50	0%	-100%	Unknown																				
update angular in project	RON	50	-100%	-100%	Unknown																				
update angular io	RON	50	0%	0%	Low	0																			
update angular project	RON	50	0%	0%	Low	0																			
update angular project to latest version	RON	50	0%	0%	Low	0																			
update angular to latest version	RON	50	0%	0%	Low	0																			
update angular version	RON	50	-90%	-90%	Low	0																			
update angular version in project	RON	50	0%	0%	Low	0																			
update angularjs	RON	50	∞	0%	Low	2																			
update to angular 12	RON	50	0%	-100%	Unknown																				
update to angular 15	RON	50	-100%	-100%	Unknown																				
update typescript angular	RON	50	0%	0%	Low	0																			
upgrade angular 10 to 14	RON	0	0%	0%	Unknown																				
upgrade angular 11 to 13	RON	50	0%	-100%	Unknown																				
upgrade angular 11 to 14	RON	50	0%	0%	Unknown																				
upgrade angular 12 to 14	RON	50	0%	-100%	Unknown																				
upgrade angular 14 to 15	RON	50	0%	0%	Low	5																			
upgrade angular 7 to 14	RON	50	0%	0%	Unknown																				
upgrade angular 7 to 8	RON	50	∞	0%	Low	0																			
upgrade angular 8 to 14	RON	50	0%	0%	Unknown																				
upgrade angular 8 to 9	RON	50	-100%	-100%	Unknown																				
upgrade angular 9 to 10	RON	50	0%	-100%	Unknown																				
upgrade angular 9 to 13	RON	50	0%	0%	Unknown																				
upgrade angular in project	RON	50	0%	0%	Low	0																			
upgrade angular material	RON	50	0%	0%	Low	0																			
upgrade angular project	RON	50	0%	0%	Low	0																			
upgrade angular version	RON	50	0%	0%	Low	0																			
upgrade angular version in project	RON	50	0%	0%	Low	0																			
upgrade from angular 11 to 13	RON	50	0%	0%	Unknown																				
upgrade from angular 12 to 14	RON	50	0%	0%	Unknown																				
upgrade from angular 9 to 10	RON	50	-100%	-100%	Unknown																				
upgrade ionic angular	RON	50	0%	-100%	Unknown																				
upgrade to angular 11	RON	50	0%	0%	Unknown																				
upgrade to angular 15	RON	50	∞	0%	Low	0																			
upgrade typescript angular	RON	50	0%	0%	Low	0																			
angular technical debt	RON		 --	 --	Unknown																				
