Keyword Stats 2026-05-12 at 16_24_12
"April 1, 2025 - March 31, 2026"
Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Apr 2025	Searches: May 2025	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026
angular new features	RON	50	0%	0%	Low	0																			
angular what's new	RON	50	0%	-100%	Unknown																				
testing in angular	RON	50	-100%	-100%	Unknown																				
standalone components angular	RON	50	0%	0%	Low	0																			
testing angular services	RON	50	0%	0%	Unknown																				
angular output	RON	50	0%	0%	Low	0																			
use of angular	RON	50	0%	-100%	Unknown																				
angular how to use	RON	50	0%	0%	Unknown																				
new in angular	RON	0	0%	0%	Unknown																				
testing university	RON	50	0%	0%	High	83	1.40	3.52																	
angular guided tour	RON	50	∞	∞	Low	0																			
angular core	RON	50	0%	0%	Low	0																			
angular syntax	RON	50	0%	0%	Low	0																			
angular build	RON	50	0%	0%	Low	0																			
components in angular	RON	50	-100%	-100%	Unknown																				
angular loading	RON	50	0%	0%	Medium	43																			
angular up	RON	50	-100%	0%	Unknown																				
core angular	RON	50	0%	0%	Low	0																			
api it	RON	50	0%	0%	Low	14																			
angular 11	RON	50	0%	0%	Low	0																			
angular examples	RON	50	0%	0%	Low	2																			
application angular	RON	50	0%	0%	Unknown																				
angular new component	RON	50	-100%	-100%	Unknown																				
api university	RON	50	-100%	-100%	Unknown																				
guided tour angular	RON	0	0%	0%	Unknown																				
new component angular	RON	50	0%	-100%	Unknown																				
modern angular	RON	50	0%	0%	Low	14																			
best angular	RON	50	∞	∞	Low	0																			
new angular component	RON	0	0%	0%	Unknown																				
angular viewchildren	RON	50	0%	0%	Low	0																			
syntax angular	RON	50	0%	0%	Unknown																				
new features in angular	RON	0	0%	0%	Unknown																				
angular input decorator	RON	50	0%	-100%	Unknown																				
angular explained	RON	50	-100%	0%	Unknown																				
testing in angular using karma	RON	0	0%	0%	Unknown																				
angular performance	RON	50	∞	0%	Low	14																			
angular code	RON	50	0%	0%	Low	1																			
course angular	RON	50	0%	0%	Medium	54	2.16	10.11																	
angular component input output	RON	50	0%	0%	Unknown																				
angular do	RON	50	0%	0%	Unknown																				
angular material angular	RON	50	0%	0%	Unknown																				
angular why use	RON	0	0%	0%	Unknown																				
design angular	RON	50	∞	0%	Low	0																			
build angular application	RON	50	∞	0%	Medium	57																			
best practices in angular	RON	50	0%	0%	Unknown																				
new component in angular	RON	50	0%	0%	Unknown																				
angular advanced features	RON	0	0%	0%	Unknown																				
angular dependency	RON	50	0%	0%	Low	0																			
angular 7	RON	50	0%	0%	Low	0																			
angular 10	RON	50	0%	0%	Low	0																			
angular input output	RON	50	0%	0%	Low	0																			
output angular	RON	50	0%	0%	Low	0																			
input output angular	RON	50	0%	0%	Low	0																			
angular html	RON	50	∞	0%	Low	0																			
angular component inputs	RON	50	∞	0%	Low	0																			
angular testing guide	RON	0	0%	0%	Unknown																				
angular core components	RON	50	0%	0%	Unknown																				
angular template syntax	RON	50	-100%	-100%	Unknown																				
input decorator angular	RON	50	0%	0%	Unknown																				
complete testing	RON	50	0%	0%	Low	0																			
angular standalone	RON	50	0%	0%	Low	0																			
angular innerhtml	RON	50	0%	0%	Low	0																			
angular responsive	RON	50	0%	-100%	Unknown																				
angular new concepts	RON	50	0%	0%	Unknown																				
viewchildren angular	RON	50	0%	0%	Low	1																			
new angular application	RON	50	0%	0%	Low	0																			
input angular component	RON	50	0%	0%	Unknown																				
all about angular	RON	50	0%	0%	Unknown																				
template syntax angular	RON	50	0%	0%	Unknown																				
angular contentchildren	RON	50	∞	0%	Low	0																			
angular for template	RON	50	0%	-100%	Unknown																				
angular loading indicator	RON	50	-100%	-100%	Unknown																				
angular make new component	RON	50	0%	0%	Unknown																				
angular services best practices	RON	50	0%	-100%	Unknown																				
angular injection	RON	50	0%	0%	Low	1																			
angular practice	RON	50	0%	0%	Low	29																			
angular material guide	RON	50	0%	0%	Unknown																				
best angular components	RON	50	0%	0%	Unknown																				
angular anti patterns	RON	50	-100%	0%	Unknown																				
new angular features	RON	50	-100%	0%	Unknown																				
signals api	RON	50	0%	0%	Low	0																			
angular make component	RON	50	0%	-100%	Unknown																				
angular responsive design	RON	50	0%	-100%	Unknown																				
angular 18	RON	50	0%	0%	Low	0																			
features of angular	RON	0	0%	0%	Unknown																				
angular input two way binding	RON	50	0%	0%	Unknown																				
loading in angular	RON	0	0%	0%	Unknown																				
angular add	RON	50	-100%	0%	Unknown																				
angular forms best practices	RON	50	0%	0%	Unknown																				
angular generate	RON	50	0%	0%	Low	7																			
build in angular	RON	0	0%	0%	Unknown																				
practice angular	RON	50	0%	0%	Unknown																				
understanding angular	RON	0	0%	0%	Unknown																				
testing angular components	RON	0	0%	0%	Unknown																				
angular used for	RON	0	0%	0%	Unknown																				
angular switch template	RON	50	0%	∞	Low	0																			
angular testing best practices	RON	50	0%	-100%	Unknown																				
angular dependency injection	RON	50	0%	0%	Low	0																			
angular datepicker component	RON	50	0%	-100%	Unknown																				
angular typed forms	RON	50	0%	0%	Low	0																			
angular contentchild	RON	50	0%	0%	Low	0																			
testing angular applications	RON	50	0%	-100%	Unknown																				
angular hands on	RON	0	0%	0%	Unknown																				
components for angular	RON	50	∞	∞	Low	0																			
components of angular	RON	0	0%	0%	Unknown																				
input in angular component	RON	0	0%	0%	Unknown																				
testing http	RON	50	0%	0%	Low	0																			
angular template for	RON	50	∞	∞	Low	0																			
university of testing	RON	50	-100%	0%	Unknown																				
api in angular	RON	50	0%	0%	Unknown																				
material angular components	RON	50	∞	0%	Low	0																			
angular key	RON	50	0%	0%	Unknown																				
reactive angular	RON	50	0%	-100%	Unknown																				
angular release	RON	50	0%	0%	Low	0																			
angular viewchild	RON	50	0%	0%	Low	1																			
angular for html	RON	50	∞	∞	Low	0																			
component input angular	RON	50	0%	0%	Unknown																				
add angular	RON	50	0%	0%	Unknown																				
angular component two way binding	RON	50	0%	0%	Unknown																				
angular features	RON	50	0%	0%	Low	0																			
contentchild angular	RON	50	0%	-100%	Unknown																				
angular forms template	RON	0	0%	-100%	Unknown																				
template for angular	RON	50	-100%	0%	Unknown																				
angular start	RON	50	0%	0%	Low	29																			
angular input component	RON	50	∞	0%	Low	0																			
datepicker component angular	RON	0	0%	0%	Unknown																				
viewchild angular	RON	50	0%	0%	Low	1																			
two way binding angular	RON	50	0%	0%	Low	0																			
two way binding in angular	RON	50	0%	0%	Low	0																			
angular 9	RON	50	0%	0%	Low	0																			
angular angular material	RON	50	0%	0%	Unknown																				
angular two way binding	RON	50	0%	0%	Low	0																			
angular custom	RON	50	0%	0%	Unknown																				
angular http testing	RON	50	0%	-100%	Unknown																				
lazy loading angular	RON	50	∞	0%	Low	0																			
jasmine testing angular	RON	50	∞	0%	Low	5																			
angular component best practices	RON	50	0%	-100%	Unknown																				
for html angular	RON	50	0%	0%	Unknown																				
type angular	RON	50	∞	∞	Low	0																			
make component in angular	RON	0	0%	0%	Unknown																				
angular input and output	RON	50	0%	0%	Low	0																			
two way angular	RON		 --	 --	Unknown																				
angular patterns	RON	50	0%	0%	Low	0																			
angular faqs	RON	0	0%	0%	Unknown																				
angular design components	RON	50	-100%	0%	Unknown																				
typed forms angular	RON	50	0%	-100%	Unknown																				
responsive design angular	RON	0	0%	0%	Unknown																				
angular application template	RON	50	-100%	-100%	Unknown																				
responsive design in angular	RON	50	0%	0%	Unknown																				
lazy loading in angular	RON	50	∞	0%	Low	0																			
angular datepicker	RON	50	0%	0%	Low	0																			
angular media queries	RON	50	0%	-100%	Unknown																				
angular is easy to learn	RON	0	0%	-100%	Unknown																				
model angular	RON	50	0%	0%	Low	0																			
performance tuning in angular	RON		 --	 --	Unknown																				
angular httptestingcontroller	RON	50	0%	0%	Unknown																				
contentchildren angular	RON	50	-100%	0%	Unknown																				
angular loading spinner	RON	50	-100%	-100%	Unknown																				
angular 8 features	RON	0	0%	-100%	Unknown																				
angular system	RON	50	-100%	0%	Unknown																				
angular 13 new features	RON	0	0%	0%	Unknown																				
angular html input	RON	50	∞	0%	Low	0																			
using angular material	RON	50	0%	0%	Unknown																				
standalone component angular	RON	50	0%	0%	Low	0																			
full testing	RON	50	-100%	-100%	Unknown																				
angular add angular material	RON	50	0%	0%	Unknown																				
components angular material	RON	50	0%	0%	Unknown																				
karma angular	RON	50	0%	0%	Low	14																			
angular html for	RON	50	0%	-100%	Unknown																				
typed forms	RON	5000	0%	0%	Medium	40	2.54	3.86																	
angular component testing	RON	50	0%	0%	Low	0																			
angular type	RON	50	∞	0%	Low	0																			
angular material datepicker	RON	50	0%	0%	Low	0																			
api signal	RON	50	-100%	-100%	Unknown																				
angular tour	RON	50	∞	∞	Low	0																			
angular components material	RON	50	0%	-100%	Unknown																				
angular direct	RON	0	0%	0%	Unknown																				
angular design template	RON	50	0%	0%	Unknown																				
fundamentals of angular	RON	0	0%	0%	Unknown																				
angular 4	RON	50	∞	0%	Low	14																			
i8n angular	RON	50	0%	0%	Unknown																				
typed form angular	RON	50	0%	0%	Unknown																				
angular custom components	RON	50	0%	0%	Unknown																				
angular template as	RON	0	0%	0%	Unknown																				
standalone components in angular	RON	50	∞	0%	Low	0																			
type in angular	RON	50	0%	0%	Unknown																				
api input	RON	50	0%	0%	Unknown																				
angular input type	RON	50	0%	-100%	Unknown																				
performance in angular	RON	0	0%	0%	Unknown																				
training angular	RON	50	0%	0%	Low	29																			
angular generate new component	RON	50	-100%	-100%	Unknown																				
angular formarray	RON	50	0%	0%	Low	0																			
template loading	RON	50	-100%	0%	Unknown																				
learn angular material	RON	0	0%	0%	Unknown																				
api input output	RON		 --	 --	Unknown																				
best angular practices	RON	50	0%	0%	Unknown																				
viewchild in angular	RON	50	0%	∞	Low	0																			
angular good practices	RON	50	0%	0%	Unknown																				
for angular html	RON	50	∞	0%	Low	14																			
form input angular	RON	0	0%	-100%	Unknown																				
angular top	RON	50	0%	0%	Unknown																				
standalone components	RON	50	0%	0%	Low	0																			
angular standalone component lazy loading	RON	0	0%	0%	Unknown																				
angular 6	RON	50	0%	0%	Low	6																			
projects using angular	RON	0	0%	-100%	Unknown																				
angular brand	RON	50	∞	∞	Low	0																			
component api	RON	50	∞	0%	Low	29																			
angular bundle	RON	50	-100%	-100%	Unknown																				
karma angular testing	RON	50	0%	0%	Low	14																			
stand alone component angular	RON	0	0%	0%	Unknown																				
stand alone component in angular	RON	50	∞	0%	Low	0																			
if html angular	RON	0	0%	-100%	Unknown																				
innerhtml angular	RON	50	-100%	-100%	Unknown																				
input component angular	RON	50	∞	0%	Low	0																			
standalone component in angular	RON	50	∞	0%	Low	0																			
angular link	RON	50	0%	0%	Low	0																			
custom component	RON	50	0%	0%	Low	0																			
material in angular	RON	0	0%	0%	Unknown																				
angular components explained	RON	50	0%	-100%	Unknown																				
angular templating	RON	50	0%	0%	Low	21	0.77	3.14																	
component guide	RON	0	0%	0%	Unknown																				
4 angular	RON	50	∞	0%	Low	14																			
angular 14 new features	RON	50	0%	0%	Unknown																				
angular 3	RON	50	0%	0%	Low	0																			
angular building	RON	50	0%	0%	Low	0																			
angular component lazy loading	RON	50	0%	0%	Unknown																				
angular component standalone	RON	50	∞	0%	Low	0																			
angular di	RON	50	0%	0%	Low	14																			
angular edge	RON	0	0%	0%	Unknown																				
angular example component	RON	50	0%	0%	Unknown																				
angular form code	RON	0	0%	0%	Unknown																				
angular form type	RON	50	-100%	-100%	Unknown																				
angular full	RON	0	0%	-100%	Unknown																				
angular html if	RON	50	0%	-100%	Unknown																				
angular input html	RON	50	-100%	-100%	Unknown																				
angular material standalone components	RON	50	0%	0%	Unknown																				
angular material testing	RON	0	0%	0%	Unknown																				
angular new release	RON	50	0%	0%	Unknown																				
angular ngif	RON	50	0%	0%	Low	0																			
angular one	RON	0	0%	0%	Unknown																				
angular spinner	RON	50	0%	0%	Low	0																			
angular template forms	RON	50	0%	0%	Low	0																			
angular template if	RON	50	0%	-100%	Unknown																				
angular testing components	RON	50	0%	-100%	Unknown																				
angular use template	RON	50	0%	-100%	Unknown																				
custom component in angular	RON	0	0%	0%	Unknown																				
examples of angular	RON	0	0%	0%	Unknown																				
input type angular	RON	50	0%	-100%	Unknown																				
loading indicator	RON	50	0%	0%	Low	0																			
logo angular	RON	50	0%	∞	Low	0																			
patterns in angular	RON	0	0%	-100%	Unknown																				
service injection	RON	50	0%	0%	High	86																			
standalone angular	RON	50	0%	0%	Low	0																			
standalone angular component	RON	50	0%	0%	Unknown																				
testing guide	RON	50	0%	0%	High	77																			
two way binding	RON	50	0%	0%	Low	0																			
ui in angular	RON	0	0%	0%	Unknown																				
way to build	RON	50	∞	∞	Low	0																			
