Keyword Stats 2026-05-17 at 18_51_39
"April 1, 2025 - March 31, 2026"
Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Apr 2025	Searches: May 2025	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026
net core angular ssr	RON	50	0%	0%	Unknown																				
next js angular server side rendering	RON	50	0%	-100%	Unknown																				
ngfor performance optimization	RON	50	0%	0%	Unknown																				
nx angular ssr	RON	50	0%	0%	Low	0																			
optimization angular	RON	50	0%	0%	Low	14																			
optimization in angular	RON	50	0%	0%	Low	0																			
optimization techniques in angular	RON	50	∞	0%	Low	0																			
optimize angular application performance	RON	50	0%	0%	Low	0																			
optimize angular build	RON	50	0%	-100%	Unknown																				
optimize angular build time	RON	50	0%	-100%	Unknown																				
optimize angular bundle size	RON	50	0%	0%	Unknown																				
performance angular	RON	50	0%	0%	Low	2																			
performance improvement in angular	RON	50	0%	-100%	Unknown																				
performance in angular	RON	50	0%	∞	Low	0																			
performance of angular application	RON	50	0%	-100%	Unknown																				
performance tuning in angular	RON	50	-100%	-100%	Unknown																				
reduce angular bundle size	RON	50	0%	0%	Low	0																			
routing lazy loading angular	RON	50	0%	0%	Unknown																				
server rendering angular	RON	50	-100%	-100%	Unknown																				
server side angular	RON	50	0%	0%	Low	0																			
server side render angular	RON	50	∞	0%	Low	0																			
server side rendering in angular	RON	50	0%	0%	Low	0																			
server side rendering ssr with angular universal	RON	50	-100%	-100%	Unknown																				
server side rendering with angular	RON	50	∞	0%	Low	0																			
ssr angular	RON	50	0%	0%	Low	0																			
ssr angular universal	RON	50	-100%	0%	Unknown																				
ssr for angular	RON	50	0%	0%	Low	0																			
ssr in angular	RON	50	0%	0%	Low	0																			
ssr with angular	RON	50	0%	0%	Low	5																			
universal ssr	RON	50	-100%	0%	Unknown																				
webpack bundle analyzer angular	RON	50	0%	0%	Low	2																			
